,VISIT_AREA_NM,VISIT_AREA_TYPE_CD,SIDO,GUNGU,GENDER,AGE_GRP,TRAVEL_COMPANIONS_NUM,TRAVEL_MISSION_PRIORITY,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,DGSTFN
256,프로방스마을,7.0,경기,파주시,1,20,1,1,6,3,4,5,5,3,6,6,5.0,4.0
257,헤이리예술마을,7.0,경기,파주시,1,20,1,1,6,3,4,5,5,3,6,6,5.0,4.0
258,공간와디즈,4.0,서울,성동구,0,30,1,26,2,2,5,2,6,3,1,6,1.0,5.0
259,KT&G상상마당 홍대,3.0,서울,마포구,1,20,1,1,7,1,4,1,1,6,4,7,3.0,4.0
260,성균관,2.0,서울,종로구,0,20,1,3,6,2,1,2,3,5,5,2,1.0,4.0
261,서울우리소리박물관,2.0,서울,종로구,0,20,1,3,6,2,1,2,3,5,5,2,1.0,3.0
262,창덕궁,2.0,서울,종로구,0,20,1,3,6,2,1,2,3,5,5,2,1.0,5.0
263,수원화성 연무대 관광안내소,2.0,경기,수원시,1,20,0,3,2,1,1,2,6,6,2,6,1.0,4.0
264,화성행궁,2.0,경기,수원시,1,20,0,3,2,1,1,2,6,6,2,6,1.0,5.0
265,롯데마트 오산점,4.0,경기,오산시,1,30,2,2,4,1,1,5,7,6,2,7,8.0,5.0
266,AK플라자 AKTown점,4.0,경기,수원시,1,30,2,2,4,1,1,5,7,6,2,7,8.0,5.0
267,수원시립미술관,3.0,경기,수원시,1,20,0,6,2,4,2,2,4,2,2,6,2.0,4.0
268,수원역 1호선,4.0,경기,수원시,1,20,0,6,2,4,2,2,4,2,2,6,2.0,4.0
269,롯데프리미엄아울렛 타임빌라스,4.0,경기,의왕시,0,40,3,1,1,4,2,1,7,4,1,7,8.0,4.0
270,안양예술공원,1.0,경기,안양시,1,30,1,4,4,1,1,1,1,1,1,3,1.0,3.0
271,여의도한강공원,1.0,서울,영등포구,1,50,1,1,1,1,6,1,1,4,4,4,1.0,4.0
272,더현대서울,4.0,서울,영등포구,1,50,1,1,1,1,6,1,1,4,4,4,1.0,5.0
273,스타필드 안성,4.0,경기,안성시,0,20,4,2,2,4,1,6,4,3,6,3,3.0,4.0
274,에버랜드,6.0,경기,용인시,1,30,1,2,4,4,2,1,4,3,2,5,2.0,5.0
275,아모레퍼시픽미술관,3.0,서울,용산구,1,30,3,22,1,1,1,3,3,1,6,6,3.0,4.0
276,삼각백빈건널목,4.0,서울,용산구,1,30,3,22,1,1,1,3,3,1,6,6,3.0,4.0
277,동대문디자인플라자,4.0,서울,중구,1,20,1,4,5,7,2,4,3,4,7,2,8.0,3.0
278,나이키 스타일홍대,4.0,서울,마포구,1,20,1,4,5,7,2,4,3,4,7,2,8.0,4.0
279,덕수궁돌담길,2.0,서울,중구,1,20,1,4,5,7,2,4,3,4,7,2,8.0,3.0
280,남산공원 N서울타워,1.0,서울,용산구,1,20,1,4,5,7,2,4,3,4,7,2,8.0,4.0
281,미메시스아트뮤지엄,3.0,경기,파주시,0,30,3,6,6,6,6,2,5,5,2,3,2.0,4.0
282,콩치노 콩크리트,3.0,경기,파주시,0,30,3,6,6,6,6,2,5,5,2,3,2.0,4.0
283,롯데월드,6.0,서울,송파구,1,20,6,2,4,4,5,1,4,5,6,3,2.0,5.0
284,타임스퀘어,4.0,서울,영등포구,1,20,6,2,4,4,5,1,4,5,6,3,2.0,5.0
285,두리랜드,6.0,경기,양주시,1,20,6,2,4,4,5,1,4,5,6,3,2.0,4.0
286,아이파크몰,4.0,서울,용산구,1,20,6,2,4,4,5,1,4,5,6,3,2.0,5.0
287,홈플러스 스페셜 가양점,4.0,서울,강서구,1,20,6,2,4,4,5,1,4,5,6,3,2.0,4.0
288,한국기독교100주년기념탑,2.0,인천,중구,0,30,0,4,4,1,1,3,4,1,3,5,8.0,3.0
289,현대프리미엄아울렛 송도점,4.0,인천,연수구,0,30,0,4,4,1,1,3,4,1,3,5,8.0,4.0
290,송도센트럴파크,1.0,인천,연수구,0,30,0,4,4,1,1,3,4,1,3,5,8.0,5.0
291,인천차이나타운,4.0,인천,중구,0,30,0,4,4,1,1,3,4,1,3,5,8.0,5.0
292,신포국제시장,4.0,인천,중구,0,30,0,4,4,1,1,3,4,1,3,5,8.0,5.0
293,인천내리교회,2.0,인천,중구,0,30,0,4,4,1,1,3,4,1,3,5,8.0,5.0
294,화성행궁광장,2.0,경기,수원시,0,40,4,3,1,1,3,5,2,5,5,5,8.0,3.0
295,화성행궁,2.0,경기,수원시,0,40,4,3,1,1,3,5,2,5,5,5,8.0,4.0
296,수원화성 화홍문,2.0,경기,수원시,0,40,4,3,1,1,3,5,2,5,5,5,8.0,5.0
297,시흥갯골생태공원,1.0,경기,시흥시,1,60,2,25,1,4,1,2,3,1,4,6,1.0,5.0
298,시흥배곧한울공원,1.0,경기,시흥시,1,60,2,25,1,4,1,2,3,1,4,6,1.0,5.0
299,서울공예박물관 어린이박물관,2.0,서울,종로구,1,40,2,11,7,1,1,1,4,7,1,4,7.0,5.0
300,AK플라자 AKTown점,4.0,경기,수원시,1,30,2,1,1,4,4,3,1,2,6,6,5.0,4.0
301,청계천,7.0,서울,종로구,0,40,0,13,6,5,6,5,6,4,3,3,1.0,4.0
302,남대문시장,4.0,서울,중구,0,40,0,13,6,5,6,5,6,4,3,3,1.0,3.0
303,코엑스,4.0,서울,강남구,0,40,0,13,6,5,6,5,6,4,3,3,1.0,3.0
304,영풍문고 스타필드코엑스몰점,4.0,서울,강남구,0,40,0,13,6,5,6,5,6,4,3,3,1.0,3.0
305,쌈지길,4.0,서울,종로구,0,40,0,13,6,5,6,5,6,4,3,3,1.0,4.0
306,서울숲,3.0,서울,성동구,0,30,2,1,5,5,3,5,5,5,5,3,1.0,5.0
307,광화문광장,4.0,서울,종로구,0,30,2,1,5,5,3,5,5,5,5,3,1.0,4.0
308,강남역사거리,4.0,서울,강남구,0,30,2,1,5,5,3,5,5,5,5,3,1.0,5.0
309,에버랜드,6.0,경기,용인시,0,30,2,1,5,5,3,5,5,5,5,3,1.0,5.0
310,남산서울타워,7.0,서울,용산구,0,30,2,1,5,5,3,5,5,5,5,3,1.0,5.0
311,청와대 본관,2.0,서울,종로구,0,30,2,1,5,5,3,5,5,5,5,3,1.0,4.0
312,캐리비안베이,6.0,경기,용인시,0,30,2,1,5,5,3,5,5,5,5,3,1.0,5.0
313,문래동창작촌,3.0,서울,영등포구,0,30,0,4,1,1,1,1,1,7,7,7,2.0,4.0
314,문래근린공원,1.0,서울,영등포구,0,30,0,4,1,1,1,1,1,7,7,7,2.0,4.0
315,화성행궁,2.0,경기,수원시,1,30,0,3,3,1,3,3,4,4,7,6,1.0,4.0
316,행리단길,4.0,경기,수원시,1,30,0,3,3,1,3,3,4,4,7,6,1.0,4.0
317,수원통닭거리,4.0,경기,수원시,1,30,0,3,3,1,3,3,4,4,7,6,1.0,2.0
318,익선동창화당,4.0,경기,수원시,1,30,0,3,3,1,3,3,4,4,7,6,1.0,3.0
319,방화수류정,2.0,경기,수원시,1,30,0,3,3,1,3,3,4,4,7,6,1.0,5.0
320,수원팔색길 화성성곽길,2.0,경기,수원시,1,30,0,3,3,1,3,3,4,4,7,6,1.0,3.0
321,행리단길,4.0,경기,수원시,1,30,0,3,3,1,3,3,4,4,7,6,1.0,3.0
322,수원공방거리,4.0,경기,수원시,1,30,0,3,3,1,3,3,4,4,7,6,1.0,2.0
323,행궁길갤러리,3.0,경기,수원시,1,30,0,3,3,1,3,3,4,4,7,6,1.0,3.0
324,팔달문시장,4.0,경기,수원시,1,30,0,3,3,1,3,3,4,4,7,6,1.0,2.0
325,매산시장,4.0,경기,수원시,1,30,0,3,3,1,3,3,4,4,7,6,1.0,2.0
326,행궁동벽화마을,7.0,경기,수원시,1,30,0,3,3,1,3,3,4,4,7,6,1.0,2.0
327,황룡산,7.0,경기,고양시,1,30,2,25,4,4,3,1,2,5,3,7,1.0,5.0
328,에버랜드,6.0,경기,용인시,0,30,2,2,2,2,1,1,2,6,2,6,1.0,5.0
329,문경새재도립공원,1.0,경북,문경시,0,30,2,2,2,2,1,1,2,6,2,6,1.0,5.0
330,석장리박물관,2.0,충남,공주시,0,30,2,2,2,2,1,1,2,6,2,6,1.0,4.0
331,신세계프리미엄아울렛 여주,4.0,경기,여주시,1,40,3,8,5,1,3,2,2,6,4,5,3.0,4.0
332,마장호수,1.0,경기,파주시,1,30,1,22,1,1,1,4,4,4,1,7,7.0,4.0
333,수원화성 화홍문,2.0,경기,수원시,1,30,0,3,1,2,1,6,1,3,2,3,1.0,4.0
334,수원화성,2.0,경기,수원시,1,30,0,3,1,2,1,6,1,3,2,3,1.0,4.0
335,은평역사한옥박물관,2.0,서울,은평구,1,20,0,22,2,6,2,1,6,2,1,7,7.0,4.0
336,진관사,2.0,서울,은평구,1,20,0,22,2,6,2,1,6,2,1,7,7.0,4.0
337,은평한옥마을,7.0,서울,은평구,1,20,0,22,2,6,2,1,6,2,1,7,7.0,4.0
338,사비나미술관,3.0,서울,은평구,1,20,0,22,2,6,2,1,6,2,1,7,7.0,4.0
339,북한산둘레길 마실길9구간,7.0,서울,은평구,1,20,0,22,2,6,2,1,6,2,1,7,7.0,3.0
340,수원화성,2.0,경기,수원시,0,20,3,6,3,2,1,6,6,1,7,6,9.0,5.0
341,방화수류정,2.0,경기,수원시,0,20,3,6,3,2,1,6,6,1,7,6,9.0,5.0
342,송도달빛축제공원,8.0,인천,연수구,0,20,3,6,3,2,1,6,6,1,7,6,9.0,5.0
343,수원화성,2.0,경기,수원시,0,20,1,12,4,2,2,3,4,4,5,3,3.0,4.0
344,화성행궁,2.0,경기,수원시,0,20,1,12,4,2,2,3,4,4,5,3,3.0,4.0
345,롯데몰 수원점,4.0,경기,수원시,0,20,1,12,4,2,2,3,4,4,5,3,3.0,4.0
346,공간와디즈,4.0,서울,성동구,0,20,1,6,4,4,1,4,7,4,1,7,7.0,4.0
347,디뮤지엄,3.0,서울,성동구,0,20,1,6,4,4,1,4,7,4,1,7,7.0,4.0
348,성수연방,4.0,서울,성동구,0,20,1,6,4,4,1,4,7,4,1,7,7.0,4.0
349,언더스탠드에비뉴,4.0,서울,성동구,0,20,1,6,4,4,1,4,7,4,1,7,7.0,3.0
350,예스24스테이지,3.0,서울,종로구,1,20,1,6,6,1,5,2,2,4,5,2,2.0,5.0
351,티오엠 1관,3.0,서울,종로구,1,20,1,6,6,1,5,2,2,4,5,2,2.0,5.0
352,이마트 여주점,4.0,경기,여주시,0,20,3,8,2,2,1,4,5,2,1,6,2.0,4.0
353,에버랜드,6.0,경기,용인시,1,40,4,2,4,5,5,6,6,5,4,5,1.0,4.0
354,마장호수출렁다리,1.0,경기,파주시,0,30,2,27,2,2,2,3,3,3,4,3,3.0,4.0
355,밀크북,3.0,경기,파주시,0,30,2,11,4,2,3,2,1,3,4,5,8.0,5.0
356,평화의공원,1.0,서울,마포구,0,30,1,6,7,4,6,3,3,5,5,3,3.0,5.0
357,하늘공원 메타세콰이어길,1.0,서울,마포구,0,30,1,6,7,4,6,3,3,5,5,3,3.0,4.0
358,더현대서울,4.0,서울,영등포구,0,30,1,6,7,4,6,3,3,5,5,3,3.0,5.0
359,임진각 수풀누리,8.0,경기,파주시,1,30,2,8,1,1,1,1,4,7,5,6,3.0,5.0
360,평화랜드,6.0,경기,파주시,1,30,2,8,1,1,1,1,4,7,5,6,3.0,1.0
361,소래포구 해오름광장,7.0,인천,남동구,0,20,0,4,2,1,3,2,2,4,3,5,1.0,5.0
362,구월로데오광장,8.0,인천,남동구,0,20,0,4,2,1,3,2,2,4,3,5,1.0,5.0
363,황금어장,4.0,인천,남동구,0,20,0,4,2,1,3,2,2,4,3,5,1.0,5.0
364,효원공원 월화원,1.0,경기,수원시,1,30,0,22,2,2,3,3,6,2,2,6,1.0,3.0
365,방화수류정,7.0,경기,수원시,1,30,0,22,2,2,3,3,6,2,2,6,1.0,5.0
366,화성행궁,2.0,경기,수원시,1,30,0,22,2,2,3,3,6,2,2,6,1.0,4.0
367,가회동성당,2.0,서울,종로구,0,50,3,3,3,3,2,4,5,5,2,5,3.0,4.0
368,효자베이커리,4.0,서울,종로구,0,50,3,3,3,3,2,4,5,5,2,5,3.0,4.0
369,가회동백인제가옥,2.0,서울,종로구,0,50,3,3,3,3,2,4,5,5,2,5,3.0,4.0
370,서울돈화문국악당,2.0,서울,종로구,0,40,6,3,2,2,2,3,4,4,2,3,8.0,5.0
371,청와대 정문,2.0,서울,종로구,0,40,6,3,2,2,2,3,4,4,2,3,8.0,5.0
372,혜화역 4호선,3.0,서울,종로구,0,30,1,1,4,4,4,4,4,4,4,4,1.0,5.0
373,인하대역 수인분당선 1번출구,4.0,인천,미추홀구,0,20,2,4,4,4,5,6,3,6,6,6,4.0,4.0
374,신세계프리미엄아울렛 여주,4.0,경기,여주시,1,20,1,23,3,1,1,4,7,5,5,7,3.0,4.0
375,이태원거리,4.0,서울,용산구,1,20,1,23,3,1,1,4,7,5,5,7,3.0,4.0
376,이케아 광명점,4.0,경기,광명시,1,20,1,23,3,1,1,4,7,5,5,7,3.0,5.0
377,예술의전당 한가람미술관,3.0,서울,서초구,1,30,1,9,4,3,4,3,4,5,5,7,7.0,4.0
378,올림픽공원 88잔디마당,1.0,서울,송파구,1,30,1,9,4,3,4,3,4,5,5,7,7.0,5.0
379,갤러리아백화점 EAST점,4.0,서울,강남구,1,30,1,9,4,3,4,3,4,5,5,7,7.0,4.0
380,수원제1야외음악당,3.0,경기,수원시,1,30,1,6,7,2,5,2,2,6,6,3,1.0,5.0
381,경기아트센터 대극장,3.0,경기,수원시,1,30,1,6,7,2,5,2,2,6,6,3,1.0,5.0
382,아트원씨어터,3.0,서울,종로구,1,30,0,6,4,2,1,7,4,3,1,6,8.0,5.0
383,마로니에공원,1.0,서울,종로구,1,30,0,6,4,2,1,7,4,3,1,6,8.0,4.0
384,아트원씨어터,3.0,서울,종로구,1,30,0,6,4,2,1,7,4,3,1,6,8.0,5.0
385,마로니에공원,1.0,서울,종로구,1,30,0,6,4,2,1,7,4,3,1,6,8.0,4.0
386,한택식물원,6.0,경기,용인시,0,40,3,2,6,4,4,3,3,4,3,3,2.0,4.0
387,서울대공원 어린이동물원,6.0,경기,과천시,1,20,1,2,1,1,1,6,6,1,1,7,2.0,4.0
388,행궁파티,2.0,경기,수원시,1,20,1,2,1,1,1,6,6,1,1,7,2.0,5.0
389,서울랜드,6.0,경기,과천시,1,20,1,2,1,1,1,6,6,1,1,7,2.0,5.0
390,화성행궁,2.0,경기,수원시,1,20,1,2,1,1,1,6,6,1,1,7,2.0,5.0
391,행궁동벽화마을,7.0,경기,수원시,1,20,1,2,1,1,1,6,6,1,1,7,2.0,5.0
392,콘텐츠박스,3.0,서울,종로구,0,20,3,6,2,2,2,5,6,6,7,6,1.0,5.0
393,서울숲,1.0,서울,성동구,0,20,3,6,2,2,2,5,6,6,7,6,1.0,5.0
394,창덕궁 돈화문,2.0,서울,종로구,0,20,3,6,2,2,2,5,6,6,7,6,1.0,5.0
395,일산호수공원,1.0,경기,고양시,1,20,1,5,2,1,6,5,2,6,6,6,1.0,5.0
396,코스트코 일산점,4.0,경기,고양시,1,20,1,5,2,1,6,5,2,6,6,6,1.0,3.0
397,일산호수공원,1.0,경기,고양시,1,20,1,5,2,1,6,5,2,6,6,6,1.0,3.0
398,일산호수공원,1.0,경기,고양시,1,20,1,5,2,1,6,5,2,6,6,6,1.0,3.0
399,원적산,7.0,인천,부평구,0,40,0,6,2,1,4,2,2,4,6,2,2.0,5.0
400,인천SSG랜더스필드,5.0,인천,미추홀구,0,40,0,6,2,1,4,2,2,4,6,2,2.0,5.0
401,부평역사박물관,2.0,인천,부평구,0,40,0,6,2,1,4,2,2,4,6,2,2.0,5.0
402,수원화성,2.0,경기,수원시,1,20,1,23,4,3,5,3,1,3,3,2,3.0,4.0
403,망리단길,4.0,서울,마포구,1,20,0,4,4,5,2,3,4,6,5,6,7.0,4.0
404,지진옥외대피장소 옹달샘(어린이)공원,1.0,서울,마포구,1,20,0,4,4,5,2,3,4,6,5,6,7.0,4.0
405,망원시장,4.0,서울,마포구,1,20,0,4,4,5,2,3,4,6,5,6,7.0,4.0
406,광화문광장,7.0,서울,종로구,1,20,2,1,3,2,2,4,5,3,6,5,9.0,5.0
407,제일평화시장,4.0,서울,중구,1,20,2,1,3,2,2,4,5,3,6,5,9.0,5.0
408,이태원거리,4.0,서울,용산구,1,20,2,1,3,2,2,4,5,3,6,5,9.0,5.0
409,예래원,6.0,경기,동두천시,1,20,2,1,3,2,2,4,5,3,6,5,9.0,5.0
410,창경궁,2.0,서울,종로구,1,20,2,1,3,2,2,4,5,3,6,5,9.0,5.0
411,뉴스프링프로젝트,3.0,서울,용산구,0,50,0,6,6,5,2,2,1,2,1,7,6.0,5.0
412,스펙트럼갤러리,3.0,서울,용산구,0,50,0,6,6,5,2,2,1,2,1,7,6.0,2.0
413,리움미술관,3.0,서울,용산구,0,50,0,6,6,5,2,2,1,2,1,7,6.0,5.0
414,아트앤초이스,3.0,서울,용산구,0,50,0,6,6,5,2,2,1,2,1,7,6.0,3.0
415,임진각 평화누리,1.0,경기,파주시,0,30,2,1,4,1,4,1,3,4,2,4,1.0,5.0
416,경기도어린이박물관,2.0,경기,용인시,0,40,4,1,4,4,4,4,4,4,4,4,3.0,5.0
417,타임테라스 A블럭,4.0,경기,화성시,0,40,4,1,4,4,4,4,4,4,4,4,3.0,5.0
418,레이크꼬모 동탄,4.0,경기,화성시,0,40,4,1,4,4,4,4,4,4,4,4,3.0,4.0
419,이케아 기흥점,4.0,경기,용인시,0,40,4,1,4,4,4,4,4,4,4,4,3.0,3.0
420,경기도박물관,2.0,경기,용인시,0,40,4,1,4,4,4,4,4,4,4,4,3.0,5.0
421,동탄호수공원,1.0,경기,화성시,0,40,4,1,4,4,4,4,4,4,4,4,3.0,5.0
422,팔미도유람선,5.0,인천,중구,0,30,2,9,1,1,1,1,4,1,5,4,8.0,5.0
423,인천 개항장문화재야행,3.0,인천,중구,0,30,2,9,1,1,1,1,4,1,5,4,8.0,5.0
424,롯데월드 어드벤처,6.0,서울,송파구,0,20,0,23,7,1,7,2,1,2,1,3,1.0,5.0
425,남산공원 N서울타워,1.0,서울,용산구,0,20,0,23,7,1,7,2,1,2,1,3,1.0,5.0
426,중앙탑사적공원,1.0,충북,충주시,1,30,2,2,3,2,2,3,3,4,5,4,3.0,4.0
427,곤지암리조트 곤지암루지360,5.0,경기,광주시,1,30,2,2,3,2,2,3,3,4,5,4,3.0,4.0
428,화담숲,1.0,경기,광주시,1,30,2,2,3,2,2,3,3,4,5,4,3.0,5.0
429,GS25 기흥롯데점,4.0,경기,용인시,1,20,1,22,4,5,3,5,5,4,3,3,1.0,4.0
430,자라섬 꽃테마공원,6.0,경기,가평군,1,20,1,4,4,2,2,3,6,6,3,5,3.0,5.0
431,여의도한강공원,1.0,서울,영등포구,1,20,1,4,4,2,2,3,6,6,3,5,3.0,4.0
432,창덕궁,2.0,서울,종로구,1,20,1,4,4,2,2,3,6,6,3,5,3.0,1.0
433,동대문디자인플라자,3.0,서울,중구,1,20,1,4,4,2,2,3,6,6,3,5,3.0,5.0
434,현대백화점 판교점,4.0,경기,성남시,0,30,0,21,1,1,3,1,4,6,7,7,5.0,4.0
435,봇들저류지공원,1.0,경기,성남시,0,30,0,21,1,1,3,1,4,6,7,7,5.0,5.0
436,물의정원,1.0,경기,남양주시,1,30,0,22,3,6,1,1,5,6,2,3,1.0,5.0
437,석촌호수수변무대,3.0,서울,송파구,1,20,1,1,4,1,3,3,4,4,3,2,3.0,5.0
438,석촌호수 동호,7.0,서울,송파구,1,20,1,1,4,1,3,3,4,4,3,2,3.0,5.0
439,올림픽공원,1.0,서울,송파구,1,20,1,1,4,1,3,3,4,4,3,2,3.0,5.0
440,롯데월드타워&롯데월드몰,4.0,서울,송파구,1,20,1,1,4,1,3,3,4,4,3,2,3.0,5.0
441,남한산성,2.0,경기,광주시,0,30,1,21,4,2,5,2,6,6,6,6,2.0,4.0
442,카메라타,3.0,경기,파주시,1,20,0,6,2,6,1,4,4,3,2,1,7.0,3.0
443,한길 북하우스,2.0,경기,파주시,1,20,0,6,2,6,1,4,4,3,2,1,7.0,3.0
444,화성융릉과건릉,2.0,경기,화성시,1,20,1,9,2,4,1,3,3,3,6,4,6.0,5.0
445,화성종합경기타운,8.0,경기,화성시,1,20,1,9,2,4,1,3,3,3,6,4,6.0,4.0
446,도산근린공원,1.0,서울,강남구,1,60,1,23,4,1,1,2,2,2,2,4,4.0,5.0
447,아트센터화이트블럭,3.0,경기,파주시,0,30,4,5,2,1,1,1,2,1,4,6,2.0,3.0
448,충장근린체육공원 테니스장,5.0,경기,고양시,0,30,4,5,2,1,1,1,2,1,4,6,2.0,1.0
449,시흥프리미엄아울렛,4.0,경기,시흥시,0,30,4,5,2,1,1,1,2,1,4,6,2.0,4.0
450,갤러리모아,4.0,경기,파주시,0,30,4,5,2,1,1,1,2,1,4,6,2.0,5.0
451,낙생대공원,1.0,경기,성남시,1,50,1,1,1,1,1,4,3,4,2,5,3.0,5.0
452,그레이츠 판교,4.0,경기,성남시,1,50,1,1,1,1,1,4,3,4,2,5,3.0,5.0
453,망리단길,3.0,서울,마포구,0,30,0,1,4,3,2,3,6,3,4,5,4.0,4.0
454,밤을 걷는 밤 16화(합정동),4.0,서울,마포구,0,30,0,1,4,3,2,3,6,3,4,5,4.0,1.0
455,재신,4.0,서울,마포구,0,30,0,1,4,3,2,3,6,3,4,5,4.0,4.0
456,샤로수길,4.0,서울,관악구,0,30,0,1,4,3,2,3,6,3,4,5,4.0,5.0
457,개군할머니 토종순대국 본점,4.0,경기,양평군,0,60,3,4,3,3,3,3,3,6,3,5,2.0,4.0
458,산정호수,7.0,경기,포천시,1,30,4,21,2,2,2,3,4,2,3,7,2.0,4.0
459,허브아일랜드,6.0,경기,포천시,1,30,4,21,2,2,2,3,4,2,3,7,2.0,4.0
460,고석정꽃밭,1.0,강원,철원군,1,30,4,21,2,2,2,3,4,2,3,7,2.0,4.0
461,장릉,2.0,경기,김포시,1,30,2,3,5,1,3,4,5,3,5,4,8.0,4.0
462,동대문종합시장 악세서리부자재시장,4.0,서울,종로구,1,20,1,1,7,7,7,7,7,7,7,7,3.0,4.0
463,히든코인싱어 홍대점,4.0,서울,마포구,1,20,3,1,7,1,6,3,6,6,3,3,1.0,3.0
464,롯데월드타워&롯데월드몰,4.0,서울,송파구,1,20,3,1,7,1,6,3,6,6,3,3,1.0,3.0
465,석촌호수 동호,1.0,서울,송파구,1,20,3,1,7,1,6,3,6,6,3,3,1.0,4.0
466,예술의전당 IBK챔버홀,3.0,서울,서초구,0,40,2,11,3,5,5,2,5,5,1,5,7.0,4.0
467,키자니아 서울,6.0,서울,송파구,0,40,2,11,3,5,5,2,5,5,1,5,7.0,4.0
468,하늘공원 하늘계단,1.0,서울,마포구,1,40,0,6,2,6,6,7,7,6,6,2,1.0,4.0
469,일산호수공원,1.0,경기,고양시,1,20,0,11,2,1,1,3,6,6,1,5,7.0,5.0
470,중남미문화원,2.0,경기,고양시,1,20,0,11,2,1,1,3,6,6,1,5,7.0,5.0
471,고양시선인장전시관,3.0,경기,고양시,1,20,0,11,2,1,1,3,6,6,1,5,7.0,5.0
472,IFC몰,4.0,서울,영등포구,0,30,1,1,7,3,1,1,1,6,7,4,1.0,4.0
473,zara 롯데월드몰점,4.0,서울,송파구,1,30,1,1,2,2,1,6,7,1,6,2,3.0,4.0
474,롯데뮤지엄,3.0,서울,송파구,1,30,1,1,2,2,1,6,7,1,6,2,3.0,4.0
475,혜화역 4호선,4.0,서울,종로구,1,20,0,6,4,4,2,4,4,4,4,4,2.0,5.0
476,장릉,2.0,경기,김포시,0,40,0,3,2,1,6,2,1,3,1,2,1.0,4.0
477,동탄호수공원,1.0,경기,화성시,1,40,0,5,1,7,5,5,1,5,1,7,6.0,5.0
478,라크몽,4.0,경기,화성시,1,40,0,5,1,7,5,5,1,5,1,7,6.0,5.0
479,장지천,5.0,경기,오산시,1,40,0,5,1,7,5,5,1,5,1,7,6.0,5.0
480,소이연남 라크몽,4.0,경기,화성시,1,40,0,5,1,7,5,5,1,5,1,7,6.0,5.0
481,임진강댑싸리공원,1.0,경기,연천군,1,30,1,3,2,4,3,5,3,4,5,3,2.0,4.0
482,재인폭포,1.0,경기,연천군,1,30,1,3,2,4,3,5,3,4,5,3,2.0,4.0
483,연천당포성,2.0,경기,연천군,1,30,1,3,2,4,3,5,3,4,5,3,2.0,3.0
484,경복궁,2.0,서울,종로구,1,20,0,3,3,3,6,5,7,6,6,5,2.0,5.0
485,통인시장,4.0,서울,종로구,1,20,0,3,3,3,6,5,7,6,6,5,2.0,3.0
486,석촌호수 서호,1.0,서울,송파구,1,20,1,25,2,2,2,1,2,2,1,6,7.0,4.0
487,석촌호수 동호,7.0,서울,송파구,1,20,1,25,2,2,2,1,2,2,1,6,7.0,4.0
488,송리단길,4.0,서울,송파구,1,40,0,6,3,4,3,4,4,3,3,6,5.0,4.0
489,롯데월드타워&롯데월드몰,4.0,서울,송파구,1,40,0,6,3,4,3,4,4,3,3,6,5.0,4.0
490,석촌호수 동호,7.0,서울,송파구,1,40,0,6,3,4,3,4,4,3,3,6,5.0,4.0
491,미사호수공원,1.0,경기,하남시,1,30,2,24,5,4,3,6,6,5,4,2,2.0,5.0
492,서울특별시 중부공원녹지사업소 서울창포원,7.0,서울,도봉구,1,50,0,22,2,2,2,4,5,5,2,7,6.0,1.0
493,마로니에공원,1.0,서울,종로구,1,50,0,22,2,2,2,4,5,5,2,7,6.0,5.0
494,안성팜랜드,6.0,경기,안성시,0,30,1,2,4,5,3,3,3,6,3,6,1.0,5.0
495,안성맞춤박물관,2.0,경기,안성시,0,30,1,2,4,5,3,3,3,6,3,6,1.0,5.0
496,일산호수공원,1.0,경기,고양시,1,40,0,21,3,5,1,3,3,1,5,1,6.0,5.0
497,숭례문,2.0,서울,중구,1,50,0,1,6,2,4,2,6,4,2,6,7.0,4.0
498,남대문시장,4.0,서울,중구,1,50,0,1,6,2,4,2,6,4,2,6,7.0,4.0
499,행주산성역사공원,1.0,경기,고양시,1,50,0,1,6,2,4,2,6,4,2,6,7.0,4.0
500,창덕궁,2.0,서울,종로구,1,50,0,1,6,2,4,2,6,4,2,6,7.0,4.0
501,남산골한옥마을,7.0,서울,중구,1,50,0,1,6,2,4,2,6,4,2,6,7.0,4.0
502,화정역광장,4.0,경기,고양시,1,50,0,1,6,2,4,2,6,4,2,6,7.0,3.0
503,잠원한강공원,1.0,서울,강남구,1,20,1,23,3,2,2,1,2,6,7,3,1.0,5.0
504,도산공원 도산안창호기념관,2.0,서울,강남구,1,20,1,23,3,2,2,1,2,6,7,3,1.0,5.0
505,현대백화점 압구정본점,4.0,서울,강남구,1,20,1,23,3,2,2,1,2,6,7,3,1.0,5.0
506,청담동명품거리,4.0,서울,강남구,1,20,1,23,3,2,2,1,2,6,7,3,1.0,4.0
507,이옥진 시인 마을길,4.0,경기,하남시,1,30,1,10,4,2,4,2,4,6,5,4,7.0,1.0
508,반디앤루니스 미사역점,4.0,경기,하남시,1,30,1,10,4,2,4,2,4,6,5,4,7.0,4.0
509,미사호수공원,1.0,경기,하남시,1,30,1,10,4,2,4,2,4,6,5,4,7.0,4.0
510,하남어시장,4.0,경기,하남시,1,30,1,10,4,2,4,2,4,6,5,4,7.0,5.0
511,오즈의마법사테마공원,6.0,경기,하남시,1,30,1,10,4,2,4,2,4,6,5,4,7.0,3.0
