,VISIT_AREA_NM,VISIT_AREA_TYPE_CD,SIDO,GUNGU,GENDER,AGE_GRP,TRAVEL_COMPANIONS_NUM,TRAVEL_MISSION_PRIORITY,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,DGSTFN
0,DMZ 장단콩두부마을,7.0,경기,파주시,0,40,1,2,4,5,3,5,2,6,1,7,3.0,5.0
1,파주프리미엄아울렛,4.0,경기,파주시,0,40,1,2,4,5,3,5,2,6,1,7,3.0,4.0
2,한국근현대사박물관,2.0,경기,파주시,0,40,1,2,4,5,3,5,2,6,1,7,3.0,3.0
3,벨라시타,4.0,경기,고양시,0,40,3,6,5,4,4,5,5,5,5,5,6.0,4.0
4,이케아 고양점,4.0,경기,고양시,0,40,3,6,5,4,4,5,5,5,5,5,6.0,3.0
5,지혜의숲,3.0,경기,파주시,0,40,3,6,5,4,4,5,5,5,5,5,6.0,4.0
6,수도국산 달동네박물관,2.0,인천,동구,1,60,0,13,4,1,2,2,4,4,4,3,7.0,5.0
7,인천내리교회,2.0,인천,중구,1,60,0,13,4,1,2,2,4,4,4,3,7.0,5.0
8,부평문화의거리,4.0,인천,부평구,1,60,0,13,4,1,2,2,4,4,4,3,7.0,4.0
9,인천배다리헌책방거리,4.0,인천,동구,1,60,0,13,4,1,2,2,4,4,4,3,7.0,4.0
10,인천개항장 근대건축전시관,3.0,인천,중구,1,60,0,13,4,1,2,2,4,4,4,3,7.0,5.0
11,송월동동화마을,7.0,인천,중구,1,60,0,13,4,1,2,2,4,4,4,3,7.0,5.0
12,송도한옥마을,7.0,인천,연수구,1,60,0,13,4,1,2,2,4,4,4,3,7.0,5.0
13,월미전통정원,1.0,인천,중구,1,60,0,13,4,1,2,2,4,4,4,3,7.0,5.0
14,신포국제시장,4.0,인천,중구,1,60,0,13,4,1,2,2,4,4,4,3,7.0,4.0
15,월미산,1.0,인천,중구,1,60,0,13,4,1,2,2,4,4,4,3,7.0,5.0
16,월미공원 전망대,1.0,인천,중구,1,60,0,13,4,1,2,2,4,4,4,3,7.0,5.0
17,송도센트럴파크,7.0,인천,연수구,1,60,0,13,4,1,2,2,4,4,4,3,7.0,5.0
18,송도센트럴파크,7.0,인천,연수구,1,60,0,13,4,1,2,2,4,4,4,3,7.0,5.0
19,행주산성,2.0,경기,고양시,0,40,0,1,2,5,2,6,3,3,2,6,1.0,4.0
20,코스트코 하남점,4.0,경기,하남시,1,30,1,1,4,3,5,2,3,5,2,5,1.0,4.0
21,미사리조정경기장체육여가공원,5.0,경기,하남시,1,30,1,1,4,3,5,2,3,5,2,5,1.0,4.0
22,다이소 용인동천점,4.0,경기,용인시,1,30,1,4,1,2,1,4,7,2,3,6,3.0,5.0
23,쁘띠프랑스,6.0,경기,가평군,1,30,1,9,2,1,3,4,1,2,6,3,3.0,5.0
24,현대프리미엄아울렛 스페이스원,4.0,경기,남양주시,1,30,1,9,2,1,3,4,1,2,6,3,3.0,5.0
25,자라섬,8.0,경기,가평군,1,30,1,9,2,1,3,4,1,2,6,3,3.0,5.0
26,무궁화동산,6.0,서울,종로구,0,30,0,1,1,1,1,7,1,1,7,1,7.0,3.0
27,그라운드시소 서촌,4.0,서울,종로구,0,30,0,1,1,1,1,7,1,1,7,1,7.0,4.0
28,현대백화점 무역센터점,4.0,서울,강남구,1,20,1,1,3,3,2,4,3,4,5,4,7.0,4.0
29,스타필드 코엑스몰,4.0,서울,강남구,1,20,1,1,3,3,2,4,3,4,5,4,7.0,5.0
30,서울숲,1.0,서울,성동구,1,20,1,1,3,3,2,4,3,4,5,4,7.0,4.0
31,아트포레스트,3.0,서울,종로구,1,20,1,4,3,5,4,2,5,4,1,1,2.0,4.0
32,망원시장,4.0,서울,마포구,1,20,1,4,3,5,4,2,5,4,1,1,2.0,4.0
33,타임스퀘어,4.0,서울,영등포구,1,20,1,4,3,1,1,4,6,4,3,7,3.0,3.0
34,더현대서울,4.0,서울,영등포구,1,20,1,4,3,1,1,4,6,4,3,7,3.0,3.0
35,청계광장,1.0,서울,중구,1,30,1,22,3,3,5,2,3,2,2,6,2.0,4.0
36,동구릉,2.0,경기,구리시,0,30,1,1,2,2,3,3,4,5,2,4,3.0,5.0
37,플레이티카,6.0,경기,구리시,0,30,1,1,2,2,3,3,4,5,2,4,3.0,4.0
38,파주프리미엄아울렛,4.0,경기,파주시,1,30,2,11,4,6,3,5,7,6,2,6,1.0,4.0
39,경반계곡,1.0,경기,가평군,1,30,2,5,2,1,4,4,4,4,4,4,2.0,5.0
40,문호종묘,2.0,경기,양평군,1,30,2,5,2,1,4,4,4,4,4,4,2.0,4.0
41,가평잣고을시장,4.0,경기,가평군,1,30,2,5,2,1,4,4,4,4,4,4,2.0,1.0
42,검단산,7.0,경기,하남시,1,30,1,11,3,5,3,4,5,3,6,3,1.0,4.0
43,석촌호수산책길,7.0,서울,송파구,0,30,1,23,2,1,2,3,3,3,3,2,3.0,4.0
44,롯데월드타워&롯데월드몰,4.0,서울,송파구,0,30,1,23,2,1,2,3,3,3,3,2,3.0,4.0
45,석촌호수산책길,7.0,서울,송파구,0,30,1,23,2,1,2,3,3,3,3,2,3.0,4.0
46,인사동 문화의거리,4.0,서울,종로구,1,20,0,1,5,2,1,2,2,5,1,7,5.0,4.0
47,송내로데오거리,4.0,경기,부천시,0,30,0,1,1,1,2,3,2,2,2,2,7.0,4.0
48,AK플라자수원점 AK갤러리,4.0,경기,수원시,0,30,0,1,1,1,2,3,2,2,2,2,7.0,5.0
49,노보텔앰배서더 수원,3.0,경기,수원시,0,30,0,1,1,1,2,3,2,2,2,2,7.0,5.0
50,양명교,7.0,경기,안양시,0,30,0,1,1,1,2,3,2,2,2,2,7.0,4.0
51,삼덕공원,1.0,경기,안양시,0,30,0,1,1,1,2,3,2,2,2,2,7.0,4.0
52,기억저장소,3.0,서울,마포구,0,30,2,23,1,1,6,1,2,2,2,5,2.0,5.0
53,남산공원,7.0,서울,중구,0,30,2,23,1,1,6,1,2,2,2,5,2.0,4.0
54,덕수궁돌담길,1.0,서울,중구,1,20,1,22,4,7,1,5,6,1,6,7,1.0,5.0
55,CGV 용산아이파크몰,3.0,서울,용산구,1,20,1,22,4,7,1,5,6,1,6,7,1.0,5.0
56,서울우리소리박물관,2.0,서울,종로구,1,20,1,22,4,7,1,5,6,1,6,7,1.0,5.0
57,창덕궁,2.0,서울,종로구,1,20,1,22,4,7,1,5,6,1,6,7,1.0,5.0
58,서울숲,7.0,서울,성동구,0,30,3,23,6,7,6,3,6,6,7,4,2.0,5.0
59,현대백화점 압구정본점,4.0,서울,강남구,0,30,3,23,6,7,6,3,6,6,7,4,2.0,3.0
60,K현대미술관,3.0,서울,강남구,0,30,3,23,6,7,6,3,6,6,7,4,2.0,3.0
61,서울숲카페거리,4.0,서울,성동구,0,30,3,23,6,7,6,3,6,6,7,4,2.0,5.0
62,압구정로데오거리,4.0,서울,강남구,1,40,1,1,2,2,3,2,2,2,3,7,3.0,4.0
63,뚝섬한강공원,7.0,서울,광진구,1,20,1,22,3,3,2,3,2,2,4,7,4.0,5.0
64,테르메덴,6.0,경기,이천시,1,30,4,10,1,4,2,5,4,4,3,5,2.0,4.0
65,코스트코 상봉점,4.0,서울,중랑구,0,30,4,8,2,1,4,3,4,3,3,6,3.0,4.0
66,경기옛길 평해길 제4길 두물머리나루길,7.0,경기,양평군,0,30,4,8,2,1,4,3,4,3,3,6,3.0,4.0
67,클라임바운스 수원점,5.0,경기,수원시,1,30,1,5,1,2,2,2,6,6,5,5,7.0,4.0
68,광교호수공원,1.0,경기,수원시,1,30,1,5,1,2,2,2,6,6,5,5,7.0,4.0
69,일본풍거리,4.0,인천,중구,1,30,1,1,2,2,2,3,6,2,7,2,1.0,4.0
70,월미도,1.0,인천,중구,1,30,1,1,2,2,2,3,6,2,7,2,1.0,5.0
71,송도센트럴파크,7.0,인천,연수구,1,30,1,1,2,2,2,3,6,2,7,2,1.0,5.0
72,롯데백화점 김포공항점,4.0,서울,강서구,1,30,1,1,2,2,2,3,6,2,7,2,1.0,5.0
73,북촌한옥마을,7.0,서울,종로구,1,20,1,6,4,1,4,5,3,5,1,7,7.0,5.0
74,서울메트로미술관,3.0,서울,종로구,1,20,1,6,4,1,4,5,3,5,1,7,7.0,4.0
75,이마트 하월곡점,4.0,서울,성북구,1,20,0,11,5,6,4,1,4,3,5,2,2.0,4.0
76,삼송역 3호선,7.0,경기,고양시,0,30,0,21,3,3,5,5,1,5,5,2,6.0,3.0
77,고양누리길 서삼릉누리길,7.0,경기,고양시,0,30,0,21,3,3,5,5,1,5,5,2,6.0,3.0
78,롯데마트 이천점,4.0,경기,이천시,0,30,1,10,6,1,2,1,1,4,2,6,2.0,4.0
79,롯데프리미엄아울렛 이천점,4.0,경기,이천시,0,30,1,10,6,1,2,1,1,4,2,6,2.0,4.0
80,이태원거리,4.0,서울,용산구,1,20,1,23,5,2,2,2,4,3,5,3,1.0,3.0
81,탬버린즈 플래그십 스토어,3.0,서울,강남구,1,20,1,23,5,2,2,2,4,3,5,3,1.0,5.0
82,플레이가든 홍대점,4.0,서울,마포구,1,20,1,23,5,2,2,2,4,3,5,3,1.0,3.0
83,스타필드 코엑스몰,4.0,서울,강남구,1,20,1,23,5,2,2,2,4,3,5,3,1.0,4.0
84,탄요공원,1.0,경기,화성시,1,30,2,3,1,1,1,1,6,2,1,7,1.0,4.0
85,화성행궁,2.0,경기,수원시,1,30,2,3,1,1,1,1,6,2,1,7,1.0,5.0
86,수원화성,2.0,경기,수원시,1,30,2,3,1,1,1,1,6,2,1,7,1.0,5.0
87,동탄센트럴파크,7.0,경기,화성시,1,30,2,3,1,1,1,1,6,2,1,7,1.0,5.0
88,남한산성 서문 전망대,2.0,경기,광주시,0,30,0,28,3,3,2,4,6,2,4,5,6.0,4.0
89,남한산성 서문 전망대,2.0,경기,광주시,0,30,0,28,3,3,2,4,6,2,4,5,6.0,3.0
90,남한산성 서문,2.0,경기,광주시,0,30,0,28,3,3,2,4,6,2,4,5,6.0,4.0
91,선유도공원,1.0,서울,영등포구,0,20,0,9,1,2,2,5,6,4,5,7,7.0,4.0
92,하늘공원,1.0,서울,마포구,0,20,0,9,1,2,2,5,6,4,5,7,7.0,4.0
93,하늘공원,1.0,서울,마포구,0,20,0,9,1,2,2,5,6,4,5,7,7.0,5.0
94,문화역서울284,2.0,서울,중구,1,30,1,6,7,2,7,1,1,7,1,7,3.0,5.0
95,국립중앙박물관,2.0,서울,용산구,1,30,1,6,7,2,7,1,1,7,1,7,3.0,5.0
96,CGV 용산아이파크몰,3.0,서울,용산구,1,30,1,6,7,2,7,1,1,7,1,7,3.0,5.0
97,스타필드 하남,4.0,경기,하남시,0,20,1,1,2,2,2,3,5,4,6,7,2.0,3.0
98,남한산성,2.0,경기,광주시,0,20,1,1,2,2,2,3,5,4,6,7,2.0,2.0
99,탑골공원,1.0,서울,종로구,0,20,0,4,4,2,1,5,2,3,4,4,2.0,5.0
100,광장시장,4.0,서울,종로구,0,20,0,4,4,2,1,5,2,3,4,4,2.0,5.0
101,익선동한옥거리,4.0,서울,종로구,0,20,0,4,4,2,1,5,2,3,4,4,2.0,3.0
102,재인폭포,1.0,경기,연천군,1,50,1,21,2,4,2,3,4,2,2,6,10.0,5.0
103,K-water 한탄강댐 물문화관,2.0,경기,연천군,1,50,1,21,2,4,2,3,4,2,2,6,10.0,5.0
104,임진강댑싸리공원,1.0,경기,연천군,1,50,1,21,2,4,2,3,4,2,2,6,10.0,5.0
105,팟알,2.0,인천,중구,0,50,0,4,2,4,6,7,4,5,7,6,1.0,4.0
106,신포국제시장,4.0,인천,중구,0,50,0,4,2,4,6,7,4,5,7,6,1.0,4.0
107,잇다스페이스,3.0,인천,중구,0,50,0,4,2,4,6,7,4,5,7,6,1.0,4.0
108,킨텍스 제1전시장 2홀,3.0,경기,고양시,1,50,0,1,2,4,3,5,2,2,5,5,7.0,5.0
109,산본시장,4.0,경기,군포시,0,40,3,3,2,2,1,6,6,6,7,7,3.0,5.0
110,수원KT위즈파크,5.0,경기,수원시,0,40,3,3,2,2,1,6,6,6,7,7,3.0,4.0
111,수원화성,2.0,경기,수원시,0,40,3,3,2,2,1,6,6,6,7,7,3.0,3.0
112,백운호수,1.0,경기,의왕시,0,40,3,3,2,2,1,6,6,6,7,7,3.0,3.0
113,광장시장,4.0,서울,종로구,0,20,1,6,7,2,2,3,3,6,1,7,1.0,4.0
114,리움미술관,3.0,서울,용산구,0,20,1,6,7,2,2,3,3,6,1,7,1.0,5.0
115,이태원거리,4.0,서울,용산구,0,20,1,6,7,2,2,3,3,6,1,7,1.0,3.0
116,동대문디자인플라자,3.0,서울,중구,0,20,1,6,7,2,2,3,3,6,1,7,1.0,5.0
117,아이파크몰,4.0,서울,용산구,0,20,1,6,7,2,2,3,3,6,1,7,1.0,5.0
118,관악산,1.0,서울,관악구,0,40,0,28,4,4,4,5,5,4,4,4,2.0,3.0
119,삼성산성지,2.0,서울,관악구,1,50,0,13,1,1,1,2,4,4,7,1,7.0,5.0
120,용암천,1.0,경기,남양주시,0,20,0,21,6,3,6,6,2,6,1,3,8.0,4.0
121,경동다육,4.0,경기,남양주시,0,20,0,21,6,3,6,6,2,6,1,3,8.0,3.0
122,어울림공원,1.0,경기,남양주시,0,20,0,21,6,3,6,6,2,6,1,3,8.0,5.0
123,용암천,7.0,경기,남양주시,0,20,0,21,6,3,6,6,2,6,1,3,8.0,4.0
124,이케아 광명점,4.0,경기,광명시,0,20,0,21,6,3,6,6,2,6,1,3,8.0,4.0
125,묘문사,2.0,경기,남양주시,0,20,0,21,6,3,6,6,2,6,1,3,8.0,4.0
126,광명동굴,1.0,경기,광명시,0,20,0,21,6,3,6,6,2,6,1,3,8.0,5.0
127,덕송천,1.0,경기,남양주시,0,20,0,21,6,3,6,6,2,6,1,3,8.0,4.0
128,별내동 카페거리,4.0,경기,남양주시,0,20,0,21,6,3,6,6,2,6,1,3,8.0,5.0
129,프렌즈스크린 진접로얄점,5.0,경기,남양주시,0,30,3,8,5,1,5,2,5,1,6,6,3.0,5.0
130,이마트 자양점,4.0,서울,광진구,0,30,3,8,5,1,5,2,5,1,6,6,3.0,4.0
131,가평잣고을시장,4.0,경기,가평군,0,40,1,3,3,1,2,3,7,4,2,7,2.0,5.0
132,아침고요수목원,1.0,경기,가평군,0,40,1,3,3,1,2,3,7,4,2,7,2.0,4.0
133,남이섬,1.0,강원,춘천시,0,40,1,3,3,1,2,3,7,4,2,7,2.0,5.0
134,현대프리미엄아울렛 김포점,4.0,경기,김포시,1,50,1,1,5,5,6,2,2,3,2,5,3.0,4.0
135,하남나무고아원,1.0,경기,하남시,1,40,3,2,2,6,2,2,4,4,2,6,3.0,4.0
136,배론성지,2.0,충북,제천시,1,20,2,1,2,1,1,1,6,7,1,7,4.0,5.0
137,뮤지엄산,3.0,강원,원주시,1,20,2,1,2,1,1,1,6,7,1,7,4.0,5.0
138,트리플스트리트,4.0,인천,연수구,1,20,2,1,2,1,1,1,6,7,1,7,4.0,5.0
139,경복궁,2.0,서울,종로구,1,20,0,3,4,6,2,3,4,4,2,2,2.0,4.0
140,롯데백화점 인천점,4.0,인천,미추홀구,1,20,0,3,4,6,2,3,4,4,2,2,2.0,3.0
141,포곡농협 본점,4.0,경기,용인시,1,20,1,2,3,3,4,3,3,4,3,3,3.0,3.0
142,에버랜드,6.0,경기,용인시,1,20,1,2,3,3,4,3,3,4,3,3,3.0,4.0
143,봉은사,2.0,서울,강남구,1,40,0,6,3,1,5,2,4,5,3,7,10.0,5.0
144,KFC 대학로점,2.0,서울,종로구,1,40,0,6,3,1,5,2,4,5,3,7,10.0,5.0
145,아트스페이스 합정,3.0,서울,마포구,1,40,0,6,3,1,5,2,4,5,3,7,10.0,5.0
146,모리셔스브라운 대학로마로니에공원점,3.0,서울,종로구,1,40,0,6,3,1,5,2,4,5,3,7,10.0,5.0
147,답십리영화미디어아트센터,3.0,서울,동대문구,1,40,0,6,3,1,5,2,4,5,3,7,10.0,5.0
148,108하늘계단,7.0,서울,용산구,1,40,0,6,3,1,5,2,4,5,3,7,10.0,5.0
149,마이랜드,6.0,인천,중구,1,30,0,6,3,2,3,6,4,3,7,1,8.0,2.0
150,동인천 중앙시장 / 인천둘레길12코스,4.0,인천,동구,1,30,0,6,3,2,3,6,4,3,7,1,8.0,3.0
151,웨딩가구의거리,4.0,인천,중구,1,30,0,6,3,2,3,6,4,3,7,1,8.0,4.0
152,인천화교역사관,2.0,인천,중구,1,30,0,6,3,2,3,6,4,3,7,1,8.0,4.0
153,인천아트플랫폼,3.0,인천,중구,1,30,0,6,3,2,3,6,4,3,7,1,8.0,4.0
154,청년백범김구 역사거리,4.0,인천,중구,1,30,0,6,3,2,3,6,4,3,7,1,8.0,3.0
155,인천차이나타운,4.0,인천,중구,1,30,0,6,3,2,3,6,4,3,7,1,8.0,5.0
156,청평호,1.0,경기,가평군,0,40,1,9,2,2,1,4,2,1,4,7,2.0,3.0
157,자라섬,8.0,경기,가평군,0,40,1,9,2,2,1,4,2,1,4,7,2.0,5.0
158,노랑다리미술관,3.0,경기,가평군,0,40,1,9,2,2,1,4,2,1,4,7,2.0,5.0
159,현대프리미엄아울렛 스페이스원,4.0,경기,남양주시,0,50,2,3,2,4,4,4,4,4,5,4,2.0,5.0
160,정약용유적지 생가,2.0,경기,남양주시,0,50,2,3,2,4,4,4,4,4,5,4,2.0,4.0
161,이마트 성수점,4.0,서울,성동구,0,50,2,3,2,4,4,4,4,4,5,4,2.0,5.0
162,옥천레포츠공원,1.0,경기,양평군,0,50,2,3,2,4,4,4,4,4,5,4,2.0,4.0
163,실학박물관,2.0,경기,남양주시,0,50,2,3,2,4,4,4,4,4,5,4,2.0,4.0
164,경복궁,2.0,서울,종로구,0,50,2,3,2,4,4,4,4,4,5,4,2.0,5.0
165,남산공원 N서울타워,1.0,서울,용산구,1,60,1,21,2,4,6,1,1,7,1,7,1.0,3.0
166,남대문시장,4.0,서울,중구,1,60,1,21,2,4,6,1,1,7,1,7,1.0,3.0
167,나리공원,1.0,경기,양주시,0,50,1,2,3,2,1,4,6,5,2,4,3.0,5.0
168,의정부부대찌개거리,4.0,경기,의정부시,0,50,1,2,3,2,1,4,6,5,2,4,3.0,5.0
169,광장시장 전골목,4.0,서울,종로구,1,30,1,1,5,1,3,4,2,6,1,2,1.0,5.0
170,에버랜드 롤링엑스트레인,6.0,경기,용인시,1,20,3,2,4,1,4,6,7,4,2,6,1.0,5.0
171,에버랜드 애니멀원더스테이지,6.0,경기,용인시,1,20,3,2,4,1,4,6,7,4,2,6,1.0,5.0
172,에버렌드 랩터 레인저,6.0,경기,용인시,1,20,3,2,4,1,4,6,7,4,2,6,1.0,5.0
173,에버랜드 포시즌스가든,6.0,경기,용인시,1,20,3,2,4,1,4,6,7,4,2,6,1.0,5.0
174,에버랜드 아마존익스프레스,6.0,경기,용인시,1,20,3,2,4,1,4,6,7,4,2,6,1.0,5.0
175,에버랜드 판다월드,6.0,경기,용인시,1,20,3,2,4,1,4,6,7,4,2,6,1.0,5.0
176,설화수의집 북촌,3.0,서울,종로구,0,30,1,4,1,4,1,2,3,6,6,5,3.0,4.0
177,삼청동길,7.0,서울,종로구,0,30,1,4,1,4,1,2,3,6,6,5,3.0,4.0
178,코너갤러리,4.0,서울,종로구,0,30,1,4,1,4,1,2,3,6,6,5,3.0,5.0
179,삼청동길,4.0,서울,종로구,0,30,1,4,1,4,1,2,3,6,6,5,3.0,5.0
180,더현대서울,4.0,서울,영등포구,0,30,1,4,1,4,1,2,3,6,6,5,3.0,4.0
181,율곡습지공원,1.0,경기,파주시,1,30,2,24,5,6,3,2,3,3,2,4,1.0,4.0
182,월미문화관,3.0,인천,중구,0,40,0,4,4,3,3,4,4,4,3,5,7.0,4.0
183,배다리성냥마을박물관,2.0,인천,동구,0,40,0,4,4,3,3,4,4,4,3,5,7.0,4.0
184,수도국산 달동네박물관,2.0,인천,동구,0,40,0,4,4,3,3,4,4,4,3,5,7.0,4.0
185,한국이민사박물관,2.0,인천,중구,0,40,0,4,4,3,3,4,4,4,3,5,7.0,5.0
186,자유공원,2.0,인천,중구,0,40,0,4,4,3,3,4,4,4,3,5,7.0,4.0
187,월미공원,1.0,인천,중구,0,40,0,4,4,3,3,4,4,4,3,5,7.0,4.0
188,인천차이나타운,4.0,인천,중구,1,50,3,23,4,6,3,5,5,3,3,5,3.0,4.0
189,월미바다역,6.0,인천,중구,1,50,3,23,4,6,3,5,5,3,3,5,3.0,4.0
190,월미공원,1.0,인천,중구,1,50,3,23,4,6,3,5,5,3,3,5,3.0,5.0
191,명동거리,4.0,서울,중구,0,60,1,1,4,4,4,4,4,4,4,4,2.0,5.0
192,경복궁,2.0,서울,종로구,0,60,1,1,4,4,4,4,4,4,4,4,2.0,5.0
193,열린송현녹지광장,2.0,서울,종로구,0,60,1,1,4,4,4,4,4,4,4,4,2.0,4.0
194,물향기수목원,1.0,경기,오산시,1,30,0,1,4,2,2,4,4,4,3,4,1.0,5.0
195,오산오색시장,4.0,경기,오산시,1,30,0,1,4,2,2,4,4,4,3,4,1.0,5.0
196,오산근린공원,1.0,경기,오산시,1,30,0,1,4,2,2,4,4,4,3,4,1.0,5.0
197,홈플러스 진접점,4.0,경기,남양주시,0,20,1,21,3,5,6,3,1,3,2,6,2.0,4.0
198,현대백화점 압구정본점,4.0,서울,강남구,0,30,1,23,6,4,3,3,5,5,3,3,2.0,4.0
199,흥인지문,2.0,서울,종로구,0,30,1,23,6,4,3,3,5,5,3,3,2.0,4.0
200,"롯데백화점 본점 (Tom ford,Papyrus)",4.0,서울,중구,0,30,1,23,6,4,3,3,5,5,3,3,2.0,4.0
201,청계천,1.0,서울,종로구,0,30,1,23,6,4,3,3,5,5,3,3,2.0,4.0
202,관고전통시장,4.0,경기,이천시,0,30,1,10,2,1,1,3,6,2,7,7,2.0,5.0
203,테르메덴 실외온천풀,6.0,경기,이천시,0,30,1,10,2,1,1,3,6,2,7,7,2.0,5.0
204,시몬스 테라스점,3.0,경기,이천시,0,30,1,10,2,1,1,3,6,2,7,7,2.0,5.0
205,테르메덴 실외온천풀,6.0,경기,이천시,0,30,1,10,2,1,1,3,6,2,7,7,2.0,5.0
206,재인폭포,1.0,경기,연천군,1,30,6,8,1,1,3,6,1,4,7,1,1.0,5.0
207,연천 전곡리국화축제,8.0,경기,연천군,1,30,6,8,1,1,3,6,1,4,7,1,1.0,3.0
208,광교호수공원,1.0,경기,수원시,0,60,2,2,3,4,7,2,2,4,4,4,6.0,4.0
209,화담숲,1.0,경기,광주시,0,60,2,2,3,4,7,2,2,4,4,4,6.0,5.0
210,명지계곡,7.0,경기,가평군,1,30,1,28,2,3,1,5,2,2,6,2,1.0,4.0
211,롯데월드타워&롯데월드몰,4.0,서울,송파구,0,20,0,1,4,2,4,4,5,6,5,6,7.0,5.0
212,석촌호수 서호,1.0,서울,송파구,0,20,0,1,4,2,4,4,5,6,5,6,7.0,4.0
213,궁평항수산물직판장,1.0,경기,화성시,0,50,2,6,6,5,3,3,5,5,2,6,3.0,5.0
214,재인폭포,1.0,경기,연천군,1,50,1,6,1,7,1,4,7,4,3,7,3.0,4.0
215,임진강댑싸리공원,1.0,경기,연천군,1,50,1,6,1,7,1,4,7,4,3,7,3.0,5.0
216,청와대 본관,2.0,서울,종로구,1,20,2,7,2,7,1,5,7,6,3,3,7.0,5.0
217,경의선숲길,7.0,서울,마포구,1,20,2,7,2,7,1,5,7,6,3,3,7.0,5.0
218,이태원거리,4.0,서울,용산구,1,20,2,7,2,7,1,5,7,6,3,3,7.0,3.0
219,석촌호수 동호,8.0,서울,송파구,1,20,2,7,2,7,1,5,7,6,3,3,7.0,4.0
220,더현대서울,4.0,서울,영등포구,1,20,2,7,2,7,1,5,7,6,3,3,7.0,5.0
221,롯데몰 수원점,4.0,경기,수원시,1,50,0,3,6,4,3,4,4,4,2,2,1.0,4.0
222,AK플라자 AKTown점,4.0,경기,수원시,1,50,0,3,6,4,3,4,4,4,2,2,1.0,4.0
223,수원화성,2.0,경기,수원시,1,50,0,3,6,4,3,4,4,4,2,2,1.0,5.0
224,방화수류정,2.0,경기,수원시,1,50,0,3,6,4,3,4,4,4,2,2,1.0,5.0
225,효원공원 월화원,1.0,경기,수원시,1,50,0,3,6,4,3,4,4,4,2,2,1.0,5.0
226,행궁동벽화마을,7.0,경기,수원시,1,50,0,3,6,4,3,4,4,4,2,2,1.0,4.0
227,에버랜드,6.0,경기,용인시,1,30,0,1,4,3,4,1,2,3,6,5,10.0,5.0
228,나혜석거리,4.0,경기,수원시,1,40,0,9,2,2,6,4,2,2,6,3,4.0,4.0
229,서둔교회,2.0,경기,수원시,1,40,0,9,2,2,6,4,2,2,6,3,4.0,4.0
230,수원탑동시민농장,8.0,경기,수원시,1,40,0,9,2,2,6,4,2,2,6,3,4.0,5.0
231,서울대학교 수원수목원,1.0,경기,수원시,1,40,0,9,2,2,6,4,2,2,6,3,4.0,5.0
232,북악스카이웨이,1.0,서울,종로구,1,30,1,6,2,5,3,7,2,2,7,6,1.0,5.0
233,국립중앙박물관,2.0,서울,용산구,1,30,1,6,2,5,3,7,2,2,7,6,1.0,5.0
234,국립중앙박물관,2.0,서울,용산구,1,30,1,6,2,5,3,7,2,2,7,6,1.0,5.0
235,문래동창작촌,3.0,서울,영등포구,1,20,1,6,1,1,1,4,6,2,2,2,3.0,3.0
236,인생네컷 문래점,4.0,서울,영등포구,1,20,1,6,1,1,1,4,6,2,2,2,3.0,5.0
237,한국민속촌,6.0,경기,용인시,1,30,3,2,1,4,2,4,2,1,1,6,3.0,5.0
238,종묘,2.0,서울,종로구,1,30,0,3,3,4,6,5,5,4,6,5,2.0,5.0
239,북악산 청운대쉼터분기점,1.0,서울,종로구,1,30,0,3,3,4,6,5,5,4,6,5,2.0,4.0
240,인왕산,1.0,서울,종로구,1,30,0,3,3,4,6,5,5,4,6,5,2.0,5.0
241,국립국악원,3.0,서울,서초구,1,30,0,3,3,4,6,5,5,4,6,5,2.0,5.0
242,W몰,4.0,서울,금천구,0,30,0,1,4,4,4,4,4,4,4,4,2.0,4.0
243,마리오아울렛 3관,4.0,서울,금천구,0,30,0,1,4,4,4,4,4,4,4,4,2.0,3.0
244,현대시티아울렛 가산점,3.0,서울,금천구,0,30,0,1,4,4,4,4,4,4,4,4,2.0,4.0
245,경기북부어린이박물관,2.0,경기,동두천시,0,40,3,3,3,3,2,4,2,4,2,4,3.0,5.0
246,동두천자연휴양림,1.0,경기,동두천시,0,40,3,3,3,3,2,4,2,4,2,4,3.0,5.0
247,하남유니온파크,7.0,경기,하남시,0,40,1,24,3,2,2,2,3,5,5,5,1.0,3.0
248,미사경정공원,7.0,경기,하남시,0,40,1,24,3,2,2,2,3,5,5,5,1.0,5.0
249,스타필드 하남,4.0,경기,하남시,0,40,1,24,3,2,2,2,3,5,5,5,1.0,5.0
250,남대문시장,4.0,서울,중구,1,30,0,1,2,4,6,5,2,2,2,6,1.0,1.0
251,동대문디자인플라자,3.0,서울,중구,1,30,0,1,2,4,6,5,2,2,2,6,1.0,5.0
252,백운계곡,1.0,경기,포천시,1,40,3,8,2,2,2,5,3,1,3,4,1.0,3.0
253,산정호수,5.0,경기,포천시,1,40,3,8,2,2,2,5,3,1,3,4,1.0,5.0
254,산정호수둘레길,7.0,경기,포천시,1,40,3,8,2,2,2,5,3,1,3,4,1.0,4.0
255,파주프리미엄아울렛,4.0,경기,파주시,1,20,1,1,6,3,4,5,5,3,6,6,5.0,5.0
